,日期,locationName,當日最高溫度(°C),當日最低溫度(°C),當日平均溫度(°C)
8767,2021-03-06,"CHENGGONG,成功",25.0,20.4,22.1
8768,2021-03-07,"CHENGGONG,成功",25.1,20.5,21.6
8769,2021-03-08,"CHENGGONG,成功",25.5,20.4,21.8
8770,2021-03-09,"CHENGGONG,成功",26.0,19.4,21.9
8771,2021-03-10,"CHENGGONG,成功",24.1,18.9,20.6
8772,2021-03-11,"CHENGGONG,成功",25.0,18.4,21.4
8773,2021-03-12,"CHENGGONG,成功",25.8,19.0,21.8
8774,2021-03-13,"CHENGGONG,成功",23.8,18.0,19.9
8775,2021-03-14,"CHENGGONG,成功",24.4,18.3,20.2
8776,2021-03-15,"CHENGGONG,成功",25.5,18.2,21.7
8777,2021-03-16,"CHENGGONG,成功",26.1,20.0,22.8
8778,2021-03-17,"CHENGGONG,成功",28.3,19.9,23.8
8779,2021-03-18,"CHENGGONG,成功",27.3,20.8,23.4
8780,2020-03-18,"LANYU,蘭嶼",24.2,19.3,21.3
8781,2020-03-19,"LANYU,蘭嶼",25.0,21.2,22.8
8782,2020-03-20,"LANYU,蘭嶼",22.8,20.2,21.2
8783,2020-03-21,"LANYU,蘭嶼",26.6,20.9,22.7
8784,2020-03-22,"LANYU,蘭嶼",25.3,22.1,23.5
8785,2020-03-23,"LANYU,蘭嶼",25.7,21.3,23.5
8786,2020-03-24,"LANYU,蘭嶼",24.0,21.0,22.0
8787,2020-03-25,"LANYU,蘭嶼",26.3,21.7,23.4
8788,2020-03-26,"LANYU,蘭嶼",27.1,22.5,23.9
8789,2020-03-27,"LANYU,蘭嶼",26.9,23.2,24.2
8790,2020-03-28,"LANYU,蘭嶼",26.3,18.7,22.4
8791,2020-03-29,"LANYU,蘭嶼",22.5,17.8,19.6
8792,2020-03-30,"LANYU,蘭嶼",26.7,20.6,23.3
8793,2020-03-31,"LANYU,蘭嶼",27.8,22.3,23.9
8794,2020-04-01,"LANYU,蘭嶼",23.9,18.5,21.4
8795,2020-04-02,"LANYU,蘭嶼",23.3,18.6,20.4
8796,2020-04-03,"LANYU,蘭嶼",24.7,20.3,22.1
8797,2020-04-04,"LANYU,蘭嶼",25.5,19.6,21.5
8798,2020-04-05,"LANYU,蘭嶼",22.2,18.4,19.8
8799,2020-04-06,"LANYU,蘭嶼",21.1,19.0,19.8
8800,2020-04-07,"LANYU,蘭嶼",23.7,18.6,20.1
8801,2020-04-08,"LANYU,蘭嶼",24.1,19.6,21.1
8802,2020-04-09,"LANYU,蘭嶼",25.9,20.0,21.4
8803,2020-04-10,"LANYU,蘭嶼",24.6,20.3,21.7
8804,2020-04-11,"LANYU,蘭嶼",25.1,20.5,22.1
8805,2020-04-12,"LANYU,蘭嶼",22.5,15.9,19.1
8806,2020-04-13,"LANYU,蘭嶼",22.1,16.9,18.9
8807,2020-04-14,"LANYU,蘭嶼",22.1,17.5,18.7
8808,2020-04-15,"LANYU,蘭嶼",24.8,18.0,21.3
8809,2020-04-16,"LANYU,蘭嶼",23.6,20.3,21.5
8810,2020-04-17,"LANYU,蘭嶼",25.5,20.4,22.6
8811,2020-04-18,"LANYU,蘭嶼",28.5,22.3,24.7
8812,2020-04-19,"LANYU,蘭嶼",26.0,23.6,24.5
8813,2020-04-20,"LANYU,蘭嶼",28.0,23.1,24.8
8814,2020-04-21,"LANYU,蘭嶼",27.7,22.5,24.6
8815,2020-04-22,"LANYU,蘭嶼",23.8,20.2,22.3
8816,2020-04-23,"LANYU,蘭嶼",22.6,19.1,20.9
8817,2020-04-24,"LANYU,蘭嶼",21.9,17.8,19.5
8818,2020-04-25,"LANYU,蘭嶼",24.8,19.4,21.5
8819,2020-04-26,"LANYU,蘭嶼",26.6,21.3,22.7
8820,2020-04-27,"LANYU,蘭嶼",24.8,20.4,21.7
8821,2020-04-28,"LANYU,蘭嶼",24.0,20.4,21.6
8822,2020-04-29,"LANYU,蘭嶼",24.2,20.3,21.8
8823,2020-04-30,"LANYU,蘭嶼",25.3,21.7,23.0
8824,2020-05-01,"LANYU,蘭嶼",26.0,22.1,24.0
8825,2020-05-02,"LANYU,蘭嶼",27.2,23.2,25.0
8826,2020-05-03,"LANYU,蘭嶼",26.2,23.8,24.7
8827,2020-05-04,"LANYU,蘭嶼",28.6,23.3,25.3
8828,2020-05-05,"LANYU,蘭嶼",27.5,23.6,25.3
8829,2020-05-06,"LANYU,蘭嶼",30.2,24.0,25.9
8830,2020-05-07,"LANYU,蘭嶼",28.3,23.8,25.0
8831,2020-05-08,"LANYU,蘭嶼",28.6,24.0,25.4
8832,2020-05-09,"LANYU,蘭嶼",27.0,24.6,25.7
8833,2020-05-10,"LANYU,蘭嶼",28.3,24.7,25.8
8834,2020-05-11,"LANYU,蘭嶼",30.0,25.0,26.9
8835,2020-05-12,"LANYU,蘭嶼",28.3,23.3,25.7
8836,2020-05-13,"LANYU,蘭嶼",25.5,22.7,23.5
8837,2020-05-14,"LANYU,蘭嶼",28.4,22.4,24.8
8838,2020-05-15,"LANYU,蘭嶼",29.1,24.2,25.8
8839,2020-05-16,"LANYU,蘭嶼",28.9,24.8,26.1
8840,2020-05-17,"LANYU,蘭嶼",25.3,21.9,23.5
8841,2020-05-18,"LANYU,蘭嶼",27.5,23.5,25.7
8842,2020-05-19,"LANYU,蘭嶼",26.6,23.3,24.7
8843,2020-05-20,"LANYU,蘭嶼",28.7,21.5,24.5
8844,2020-05-21,"LANYU,蘭嶼",25.9,22.6,24.7
8845,2020-05-22,"LANYU,蘭嶼",26.8,23.2,26.0
8846,2020-05-23,"LANYU,蘭嶼",25.9,23.5,24.6
8847,2020-05-24,"LANYU,蘭嶼",25.5,23.4,24.2
8848,2020-05-25,"LANYU,蘭嶼",29.4,23.4,25.6
8849,2020-05-26,"LANYU,蘭嶼",27.4,24.6,25.9
8850,2020-05-27,"LANYU,蘭嶼",26.2,22.1,24.9
8851,2020-05-28,"LANYU,蘭嶼",28.4,24.3,25.9
8852,2020-05-29,"LANYU,蘭嶼",29.8,24.6,26.0
8853,2020-05-30,"LANYU,蘭嶼",28.4,24.8,26.5
8854,2020-05-31,"LANYU,蘭嶼",28.3,25.4,26.6
8855,2020-06-01,"LANYU,蘭嶼",28.7,25.0,26.6
8856,2020-06-02,"LANYU,蘭嶼",29.2,25.2,26.7
8857,2020-06-03,"LANYU,蘭嶼",28.7,25.5,26.9
8858,2020-06-04,"LANYU,蘭嶼",28.5,25.8,27.0
8859,2020-06-05,"LANYU,蘭嶼",28.8,25.6,26.9
8860,2020-06-06,"LANYU,蘭嶼",28.6,25.7,26.7
8861,2020-06-07,"LANYU,蘭嶼",28.8,25.4,26.9
8862,2020-06-08,"LANYU,蘭嶼",28.6,23.9,26.4
8863,2020-06-09,"LANYU,蘭嶼",30.0,25.7,27.1
8864,2020-06-10,"LANYU,蘭嶼",29.5,25.8,27.0
8865,2020-06-11,"LANYU,蘭嶼",29.8,25.5,27.0
8866,2020-06-12,"LANYU,蘭嶼",28.9,24.6,26.5
8867,2020-06-13,"LANYU,蘭嶼",29.3,25.6,27.1
8868,2020-06-14,"LANYU,蘭嶼",30.1,24.0,27.0
8869,2020-06-15,"LANYU,蘭嶼",29.3,25.5,27.0
8870,2020-06-16,"LANYU,蘭嶼",28.6,26.0,26.9
8871,2020-06-17,"LANYU,蘭嶼",28.8,25.7,26.9
8872,2020-06-18,"LANYU,蘭嶼",28.8,26.0,27.1
8873,2020-06-19,"LANYU,蘭嶼",29.2,26.2,27.3
8874,2020-06-20,"LANYU,蘭嶼",30.1,26.1,27.5
8875,2020-06-21,"LANYU,蘭嶼",29.1,26.2,27.4
8876,2020-06-22,"LANYU,蘭嶼",29.2,26.5,27.5
8877,2020-06-23,"LANYU,蘭嶼",29.2,25.8,27.4
8878,2020-06-24,"LANYU,蘭嶼",29.0,26.4,27.4
8879,2020-06-25,"LANYU,蘭嶼",29.7,26.4,27.6
8880,2020-06-26,"LANYU,蘭嶼",30.0,26.4,27.5
8881,2020-06-27,"LANYU,蘭嶼",30.5,26.3,27.6
8882,2020-06-28,"LANYU,蘭嶼",29.8,25.9,27.3
8883,2020-06-29,"LANYU,蘭嶼",29.4,26.0,27.0
8884,2020-06-30,"LANYU,蘭嶼",29.0,26.2,27.3
8885,2020-07-01,"LANYU,蘭嶼",29.4,25.8,27.3
8886,2020-07-02,"LANYU,蘭嶼",30.1,24.3,27.3
8887,2020-07-03,"LANYU,蘭嶼",30.4,26.1,27.5
8888,2020-07-04,"LANYU,蘭嶼",30.4,26.0,27.4
8889,2020-07-05,"LANYU,蘭嶼",29.8,25.4,27.2
8890,2020-07-06,"LANYU,蘭嶼",29.8,24.6,27.3
8891,2020-07-07,"LANYU,蘭嶼",29.5,26.1,27.5
8892,2020-07-08,"LANYU,蘭嶼",29.5,25.7,27.3
8893,2020-07-09,"LANYU,蘭嶼",29.4,26.7,27.6
8894,2020-07-10,"LANYU,蘭嶼",29.8,26.5,27.8
8895,2020-07-11,"LANYU,蘭嶼",30.1,26.4,27.9
8896,2020-07-12,"LANYU,蘭嶼",31.2,25.8,27.8
8897,2020-07-13,"LANYU,蘭嶼",31.2,25.5,27.8
8898,2020-07-14,"LANYU,蘭嶼",30.5,25.5,27.2
8899,2020-07-15,"LANYU,蘭嶼",28.8,25.1,26.5
8900,2020-07-16,"LANYU,蘭嶼",29.1,26.2,27.5
8901,2020-07-17,"LANYU,蘭嶼",29.8,26.7,27.8
8902,2020-07-18,"LANYU,蘭嶼",30.2,26.8,27.9
8903,2020-07-19,"LANYU,蘭嶼",30.4,26.3,27.7
8904,2020-07-20,"LANYU,蘭嶼",30.9,26.3,27.6
8905,2020-07-21,"LANYU,蘭嶼",30.1,25.7,27.5
8906,2020-07-22,"LANYU,蘭嶼",29.9,24.6,27.4
8907,2020-07-23,"LANYU,蘭嶼",31.5,26.2,27.8
8908,2020-07-24,"LANYU,蘭嶼",30.5,25.9,27.7
8909,2020-07-25,"LANYU,蘭嶼",30.3,26.2,27.6
8910,2020-07-26,"LANYU,蘭嶼",29.6,26.5,27.5
8911,2020-07-27,"LANYU,蘭嶼",30.4,26.3,27.5
8912,2020-07-28,"LANYU,蘭嶼",30.3,24.3,26.4
8913,2020-07-29,"LANYU,蘭嶼",30.3,23.7,26.6
8914,2020-07-30,"LANYU,蘭嶼",26.1,23.5,25.0
8915,2020-07-31,"LANYU,蘭嶼",28.5,23.9,26.3
8916,2020-08-01,"LANYU,蘭嶼",29.6,23.5,26.7
8917,2020-08-02,"LANYU,蘭嶼",30.9,25.4,27.0
8918,2020-08-03,"LANYU,蘭嶼",27.4,23.1,25.7
8919,2020-08-04,"LANYU,蘭嶼",28.9,24.3,26.5
8920,2020-08-05,"LANYU,蘭嶼",29.1,25.0,26.8
8921,2020-08-06,"LANYU,蘭嶼",29.2,25.6,26.9
8922,2020-08-07,"LANYU,蘭嶼",29.6,24.8,27.0
8923,2020-08-08,"LANYU,蘭嶼",30.5,24.4,27.3
8924,2020-08-09,"LANYU,蘭嶼",31.2,25.1,27.4
8925,2020-08-10,"LANYU,蘭嶼",30.5,24.6,27.1
8926,2020-08-11,"LANYU,蘭嶼",27.5,23.8,26.0
8927,2020-08-12,"LANYU,蘭嶼",29.8,23.4,26.6
8928,2020-08-13,"LANYU,蘭嶼",30.8,23.7,27.3
8929,2020-08-14,"LANYU,蘭嶼",29.8,22.8,25.9
8930,2020-08-15,"LANYU,蘭嶼",28.7,23.3,25.8
8931,2020-08-16,"LANYU,蘭嶼",30.1,24.9,26.9
8932,2020-08-17,"LANYU,蘭嶼",26.2,23.6,25.0
8933,2020-08-18,"LANYU,蘭嶼",29.1,24.6,26.1
8934,2020-08-19,"LANYU,蘭嶼",30.5,23.5,26.6
8935,2020-08-20,"LANYU,蘭嶼",30.2,23.6,26.3
8936,2020-08-21,"LANYU,蘭嶼",26.6,23.4,24.8
8937,2020-08-22,"LANYU,蘭嶼",26.4,24.1,25.5
8938,2020-08-23,"LANYU,蘭嶼",27.7,25.1,26.1
8939,2020-08-24,"LANYU,蘭嶼",27.7,25.1,26.1
8940,2020-08-25,"LANYU,蘭嶼",26.7,24.1,25.7
8941,2020-08-26,"LANYU,蘭嶼",27.0,23.7,25.7
8942,2020-08-27,"LANYU,蘭嶼",27.6,24.1,26.1
8943,2020-08-28,"LANYU,蘭嶼",27.6,24.1,25.9
8944,2020-08-29,"LANYU,蘭嶼",30.9,25.4,27.3
8945,2020-08-30,"LANYU,蘭嶼",28.8,24.8,26.3
8946,2020-08-31,"LANYU,蘭嶼",30.1,24.7,27.2
8947,2020-09-01,"LANYU,蘭嶼",28.9,24.7,27.0
8948,2020-09-02,"LANYU,蘭嶼",28.3,25.8,26.8
8949,2020-09-03,"LANYU,蘭嶼",29.1,25.6,27.0
8950,2020-09-04,"LANYU,蘭嶼",29.7,25.7,26.9
8951,2020-09-05,"LANYU,蘭嶼",28.7,25.3,26.4
8952,2020-09-06,"LANYU,蘭嶼",29.6,23.9,26.2
8953,2020-09-07,"LANYU,蘭嶼",27.9,23.4,25.9
8954,2020-09-08,"LANYU,蘭嶼",29.4,25.1,26.7
8955,2020-09-09,"LANYU,蘭嶼",30.8,25.1,27.1
8956,2020-09-10,"LANYU,蘭嶼",30.7,25.3,26.8
8957,2020-09-11,"LANYU,蘭嶼",30.4,25.4,27.2
8958,2020-09-12,"LANYU,蘭嶼",31.2,25.6,27.5
8959,2020-09-13,"LANYU,蘭嶼",30.0,24.4,26.6
8960,2020-09-14,"LANYU,蘭嶼",30.0,25.5,26.8
8961,2020-09-15,"LANYU,蘭嶼",29.3,24.2,26.6
8962,2020-09-16,"LANYU,蘭嶼",29.1,25.7,27.2
8963,2020-09-17,"LANYU,蘭嶼",30.0,24.8,26.8
8964,2020-09-18,"LANYU,蘭嶼",30.9,26.0,27.6
8965,2020-09-19,"LANYU,蘭嶼",29.8,24.9,26.9
8966,2020-09-20,"LANYU,蘭嶼",30.0,24.3,26.8
8967,2020-09-21,"LANYU,蘭嶼",28.5,23.7,25.8
8968,2020-09-22,"LANYU,蘭嶼",28.4,24.2,25.5
8969,2020-09-23,"LANYU,蘭嶼",28.9,24.4,26.1
8970,2020-09-24,"LANYU,蘭嶼",29.7,24.2,25.9
8971,2020-09-25,"LANYU,蘭嶼",25.8,23.6,24.2
8972,2020-09-26,"LANYU,蘭嶼",27.6,23.3,24.5
8973,2020-09-27,"LANYU,蘭嶼",28.5,24.0,25.2
8974,2020-09-28,"LANYU,蘭嶼",27.7,23.7,24.9
8975,2020-09-29,"LANYU,蘭嶼",27.2,22.6,24.2
8976,2020-09-30,"LANYU,蘭嶼",25.3,22.2,23.3
8977,2020-10-01,"LANYU,蘭嶼",26.0,21.8,23.6
8978,2020-10-02,"LANYU,蘭嶼",28.0,23.4,25.3
8979,2020-10-03,"LANYU,蘭嶼",29.0,22.8,25.6
8980,2020-10-04,"LANYU,蘭嶼",29.1,24.6,26.0
8981,2020-10-05,"LANYU,蘭嶼",28.3,23.2,25.6
8982,2020-10-06,"LANYU,蘭嶼",26.4,22.8,24.2
8983,2020-10-07,"LANYU,蘭嶼",24.6,21.7,23.3
8984,2020-10-08,"LANYU,蘭嶼",25.6,21.7,23.3
8985,2020-10-09,"LANYU,蘭嶼",27.1,21.7,23.9
8986,2020-10-10,"LANYU,蘭嶼",26.4,22.6,24.1
8987,2020-10-11,"LANYU,蘭嶼",27.7,23.3,24.9
8988,2020-10-12,"LANYU,蘭嶼",28.1,24.4,25.4
8989,2020-10-13,"LANYU,蘭嶼",28.4,23.5,25.2
8990,2020-10-14,"LANYU,蘭嶼",27.0,24.4,25.3
8991,2020-10-15,"LANYU,蘭嶼",27.4,23.9,25.1
8992,2020-10-16,"LANYU,蘭嶼",27.8,24.4,25.4
8993,2020-10-17,"LANYU,蘭嶼",26.6,22.6,24.1
8994,2020-10-18,"LANYU,蘭嶼",25.6,22.5,23.8
8995,2020-10-19,"LANYU,蘭嶼",27.0,22.4,24.1
8996,2020-10-20,"LANYU,蘭嶼",25.8,23.5,24.5
8997,2020-10-21,"LANYU,蘭嶼",24.8,23.2,24.2
8998,2020-10-22,"LANYU,蘭嶼",26.0,21.2,23.8
8999,2020-10-23,"LANYU,蘭嶼",23.0,20.4,21.4
9000,2020-10-24,"LANYU,蘭嶼",23.5,20.6,22.0
9001,2020-10-25,"LANYU,蘭嶼",25.7,20.6,23.1
9002,2020-10-26,"LANYU,蘭嶼",26.2,21.2,23.5
9003,2020-10-27,"LANYU,蘭嶼",25.8,22.0,23.5
9004,2020-10-28,"LANYU,蘭嶼",24.4,23.1,23.7
9005,2020-10-29,"LANYU,蘭嶼",26.3,22.8,24.2
9006,2020-10-30,"LANYU,蘭嶼",24.6,21.8,23.0
9007,2020-10-31,"LANYU,蘭嶼",24.7,21.5,22.4
9008,2020-11-01,"LANYU,蘭嶼",25.2,21.8,23.3
9009,2020-11-02,"LANYU,蘭嶼",26.1,22.9,23.9
9010,2020-11-03,"LANYU,蘭嶼",24.8,20.8,22.6
9011,2020-11-04,"LANYU,蘭嶼",22.2,19.6,21.2
9012,2020-11-05,"LANYU,蘭嶼",23.8,19.7,22.1
9013,2020-11-06,"LANYU,蘭嶼",24.4,21.9,23.4
9014,2020-11-07,"LANYU,蘭嶼",26.2,22.4,24.3
9015,2020-11-08,"LANYU,蘭嶼",24.8,21.3,22.9
9016,2020-11-09,"LANYU,蘭嶼",21.7,19.8,20.8
9017,2020-11-10,"LANYU,蘭嶼",23.2,19.7,20.9
9018,2020-11-11,"LANYU,蘭嶼",22.3,19.8,21.2
9019,2020-11-12,"LANYU,蘭嶼",22.8,20.4,21.2
9020,2020-11-13,"LANYU,蘭嶼",22.8,21.0,21.7
9021,2020-11-14,"LANYU,蘭嶼",24.3,19.8,21.7
9022,2020-11-15,"LANYU,蘭嶼",26.0,21.5,22.8
9023,2020-11-16,"LANYU,蘭嶼",26.2,22.2,23.5
9024,2020-11-17,"LANYU,蘭嶼",23.9,22.2,23.1
9025,2020-11-18,"LANYU,蘭嶼",27.2,22.7,24.0
9026,2020-11-19,"LANYU,蘭嶼",28.0,23.8,24.8
9027,2020-11-20,"LANYU,蘭嶼",29.1,23.3,25.3
9028,2020-11-21,"LANYU,蘭嶼",26.6,22.6,24.0
9029,2020-11-22,"LANYU,蘭嶼",27.1,22.9,24.2
9030,2020-11-23,"LANYU,蘭嶼",25.0,20.9,23.1
9031,2020-11-24,"LANYU,蘭嶼",24.0,22.3,22.8
9032,2020-11-25,"LANYU,蘭嶼",25.1,21.9,22.8
9033,2020-11-26,"LANYU,蘭嶼",25.6,22.0,23.2
9034,2020-11-27,"LANYU,蘭嶼",25.3,21.9,23.1
9035,2020-11-28,"LANYU,蘭嶼",23.8,20.6,22.1
9036,2020-11-29,"LANYU,蘭嶼",22.1,19.1,20.9
9037,2020-11-30,"LANYU,蘭嶼",22.3,18.5,20.0
9038,2020-12-01,"LANYU,蘭嶼",23.7,18.8,21.3
9039,2020-12-02,"LANYU,蘭嶼",22.0,19.5,20.7
9040,2020-12-03,"LANYU,蘭嶼",20.1,17.0,18.6
9041,2020-12-04,"LANYU,蘭嶼",21.4,17.3,18.6
9042,2020-12-05,"LANYU,蘭嶼",21.8,17.5,19.4
9043,2020-12-06,"LANYU,蘭嶼",21.2,19.6,20.6
9044,2020-12-07,"LANYU,蘭嶼",22.4,20.3,21.6
9045,2020-12-08,"LANYU,蘭嶼",22.2,19.4,20.6
9046,2020-12-09,"LANYU,蘭嶼",21.1,19.3,20.2
9047,2020-12-10,"LANYU,蘭嶼",24.7,20.7,22.1
9048,2020-12-11,"LANYU,蘭嶼",23.6,21.3,22.0
9049,2020-12-12,"LANYU,蘭嶼",21.8,19.1,20.4
9050,2020-12-13,"LANYU,蘭嶼",21.5,19.1,20.7
9051,2020-12-14,"LANYU,蘭嶼",25.1,18.3,20.5
9052,2020-12-15,"LANYU,蘭嶼",21.4,17.7,19.2
9053,2020-12-16,"LANYU,蘭嶼",21.3,17.7,18.9
9054,2020-12-17,"LANYU,蘭嶼",19.5,17.6,18.7
9055,2020-12-18,"LANYU,蘭嶼",24.3,18.8,20.5
9056,2020-12-19,"LANYU,蘭嶼",20.5,17.8,19.3
9057,2020-12-20,"LANYU,蘭嶼",20.4,18.0,19.0
9058,2020-12-21,"LANYU,蘭嶼",18.7,17.0,17.8
9059,2020-12-22,"LANYU,蘭嶼",19.8,17.5,19.0
9060,2020-12-23,"LANYU,蘭嶼",20.7,18.9,19.9
9061,2020-12-24,"LANYU,蘭嶼",21.1,18.5,20.2
9062,2020-12-25,"LANYU,蘭嶼",21.2,18.3,19.3
9063,2020-12-26,"LANYU,蘭嶼",23.2,18.7,20.3
9064,2020-12-27,"LANYU,蘭嶼",21.9,18.9,20.9
9065,2020-12-28,"LANYU,蘭嶼",21.2,17.8,19.4
9066,2020-12-29,"LANYU,蘭嶼",22.5,18.9,20.5
9067,2020-12-30,"LANYU,蘭嶼",20.8,12.5,16.1
9068,2020-12-31,"LANYU,蘭嶼",14.1,11.9,12.9
9069,2021-01-01,"LANYU,蘭嶼",16.6,13.6,14.9
9070,2021-01-02,"LANYU,蘭嶼",19.6,15.4,17.1
9071,2021-01-03,"LANYU,蘭嶼",21.4,17.4,18.8
9072,2021-01-04,"LANYU,蘭嶼",22.1,18.5,19.8
9073,2021-01-05,"LANYU,蘭嶼",20.7,17.1,19.1
9074,2021-01-06,"LANYU,蘭嶼",20.4,16.9,17.9
9075,2021-01-07,"LANYU,蘭嶼",17.7,14.0,16.0
9076,2021-01-08,"LANYU,蘭嶼",15.1,11.0,13.0
9077,2021-01-09,"LANYU,蘭嶼",13.0,11.1,12.0
9078,2021-01-10,"LANYU,蘭嶼",15.6,11.5,14.0
9079,2021-01-11,"LANYU,蘭嶼",16.9,14.6,15.5
9080,2021-01-12,"LANYU,蘭嶼",15.0,12.8,13.5
9081,2021-01-13,"LANYU,蘭嶼",17.7,13.5,14.9
9082,2021-01-14,"LANYU,蘭嶼",19.8,14.5,16.7
9083,2021-01-15,"LANYU,蘭嶼",21.7,16.6,18.3
9084,2021-01-16,"LANYU,蘭嶼",21.1,17.5,18.8
9085,2021-01-17,"LANYU,蘭嶼",17.7,15.0,16.4
9086,2021-01-18,"LANYU,蘭嶼",18.8,14.8,16.2
9087,2021-01-19,"LANYU,蘭嶼",18.7,15.9,16.8
9088,2021-01-20,"LANYU,蘭嶼",20.2,16.4,18.5
9089,2021-01-21,"LANYU,蘭嶼",19.6,18.4,19.1
9090,2021-01-22,"LANYU,蘭嶼",21.1,19.2,20.0
9091,2021-01-23,"LANYU,蘭嶼",23.1,19.1,20.4
9092,2021-01-24,"LANYU,蘭嶼",20.4,17.6,18.8
9093,2021-01-25,"LANYU,蘭嶼",20.5,17.2,18.2
9094,2021-01-26,"LANYU,蘭嶼",21.8,17.0,19.0
9095,2021-01-27,"LANYU,蘭嶼",20.9,18.0,18.9
9096,2021-01-28,"LANYU,蘭嶼",20.9,15.4,18.1
9097,2021-01-29,"LANYU,蘭嶼",17.3,14.3,15.5
9098,2021-01-30,"LANYU,蘭嶼",19.1,15.1,16.8
9099,2021-01-31,"LANYU,蘭嶼",20.3,15.5,18.2
9100,2021-02-01,"LANYU,蘭嶼",22.1,17.6,19.2
9101,2021-02-02,"LANYU,蘭嶼",22.9,18.3,19.7
9102,2021-02-03,"LANYU,蘭嶼",21.3,17.9,19.0
9103,2021-02-04,"LANYU,蘭嶼",21.9,18.1,19.4
9104,2021-02-05,"LANYU,蘭嶼",21.7,18.3,19.3
9105,2021-02-06,"LANYU,蘭嶼",23.0,17.9,19.7
9106,2021-02-07,"LANYU,蘭嶼",23.4,18.5,20.2
9107,2021-02-08,"LANYU,蘭嶼",22.7,18.6,20.2
9108,2021-02-09,"LANYU,蘭嶼",19.6,17.0,18.4
9109,2021-02-10,"LANYU,蘭嶼",20.2,17.5,19.0
9110,2021-02-11,"LANYU,蘭嶼",24.1,18.7,20.7
9111,2021-02-12,"LANYU,蘭嶼",22.7,19.2,20.3
9112,2021-02-13,"LANYU,蘭嶼",21.7,17.1,19.1
9113,2021-02-14,"LANYU,蘭嶼",23.7,18.2,19.9
9114,2021-02-15,"LANYU,蘭嶼",21.8,17.0,19.2
9115,2021-02-16,"LANYU,蘭嶼",21.1,17.8,19.2
9116,2021-02-17,"LANYU,蘭嶼",21.2,14.7,17.5
9117,2021-02-18,"LANYU,蘭嶼",15.9,14.6,15.1
9118,2021-02-19,"LANYU,蘭嶼",18.4,14.4,15.9
9119,2021-02-20,"LANYU,蘭嶼",20.4,15.2,17.2
9120,2021-02-21,"LANYU,蘭嶼",21.6,16.3,18.8
9121,2021-02-22,"LANYU,蘭嶼",22.7,18.4,20.1
9122,2021-02-23,"LANYU,蘭嶼",20.0,17.8,18.7
9123,2021-02-24,"LANYU,蘭嶼",22.0,18.7,19.5
9124,2021-02-25,"LANYU,蘭嶼",22.7,19.2,20.4
9125,2021-02-26,"LANYU,蘭嶼",24.6,20.1,21.3
9126,2021-02-27,"LANYU,蘭嶼",22.2,19.5,20.5
9127,2021-02-28,"LANYU,蘭嶼",23.0,19.3,20.3
9128,2021-03-01,"LANYU,蘭嶼",23.6,19.9,21.3
9129,2021-03-02,"LANYU,蘭嶼",24.2,16.3,19.3
9130,2021-03-03,"LANYU,蘭嶼",20.7,16.2,17.9
9131,2021-03-04,"LANYU,蘭嶼",23.9,18.4,20.7
9132,2021-03-05,"LANYU,蘭嶼",21.3,20.0,20.5
9133,2021-03-06,"LANYU,蘭嶼",23.6,20.6,22.3
9134,2021-03-07,"LANYU,蘭嶼",22.1,19.8,20.3
9135,2021-03-08,"LANYU,蘭嶼",22.5,19.4,20.3
9136,2021-03-09,"LANYU,蘭嶼",21.4,19.1,20.2
9137,2021-03-10,"LANYU,蘭嶼",21.0,18.8,20.0
9138,2021-03-11,"LANYU,蘭嶼",22.4,19.7,20.6
9139,2021-03-12,"LANYU,蘭嶼",24.0,20.4,21.7
9140,2021-03-13,"LANYU,蘭嶼",21.4,18.4,19.8
9141,2021-03-14,"LANYU,蘭嶼",21.8,18.4,19.7
9142,2021-03-15,"LANYU,蘭嶼",24.0,19.4,21.0
9143,2021-03-16,"LANYU,蘭嶼",24.0,20.3,22.2
9144,2021-03-17,"LANYU,蘭嶼",24.1,22.0,22.7
9145,2021-03-18,"LANYU,蘭嶼",24.1,21.5,22.5
9146,2020-03-18,"SUN MOON LAKE,日月潭",23.1,13.2,16.3
9147,2020-03-19,"SUN MOON LAKE,日月潭",18.4,14.8,16.7
9148,2020-03-20,"SUN MOON LAKE,日月潭",25.5,15.3,18.7
9149,2020-03-21,"SUN MOON LAKE,日月潭",27.5,15.7,20.0
9150,2020-03-22,"SUN MOON LAKE,日月潭",27.5,16.1,20.5
9151,2020-03-23,"SUN MOON LAKE,日月潭",26.3,16.7,20.6
9152,2020-03-24,"SUN MOON LAKE,日月潭",24.9,17.2,19.2
9153,2020-03-25,"SUN MOON LAKE,日月潭",28.2,16.6,20.5
9154,2020-03-26,"SUN MOON LAKE,日月潭",28.4,16.1,20.6
9155,2020-03-27,"SUN MOON LAKE,日月潭",29.4,14.9,19.6
9156,2020-03-28,"SUN MOON LAKE,日月潭",23.4,15.1,18.0
9157,2020-03-29,"SUN MOON LAKE,日月潭",24.3,14.1,17.6
9158,2020-03-30,"SUN MOON LAKE,日月潭",23.8,15.0,18.2
9159,2020-03-31,"SUN MOON LAKE,日月潭",26.4,16.9,19.4
9160,2020-04-01,"SUN MOON LAKE,日月潭",24.5,16.9,20.1
9161,2020-04-02,"SUN MOON LAKE,日月潭",22.4,14.7,17.2
9162,2020-04-03,"SUN MOON LAKE,日月潭",25.1,16.1,18.3
9163,2020-04-04,"SUN MOON LAKE,日月潭",23.9,16.0,18.2
